PassengerId,Survived,probability
892,0,0.1130648286746526
893,0,0.4863206483730277
894,0,0.10310204206484264
895,0,0.10518966093130264
896,0,0.4096192112867711
897,0,0.10518966093130264
898,1,0.5456121037406745
899,0,0.15434382381223932
900,1,0.8253973225199054
901,0,0.08639646630444305
902,0,0.10518966093130264
903,0,0.09477092174221774
904,1,0.9498147248206978
905,0,0.1052459316438269
906,1,0.9349843223239448
907,1,0.9268844947327785
908,0,0.1130648286746526
909,0,0.16146310228846078
910,0,0.3801019938045742
911,0,0.36636711215775675
912,0,0.24104711522529665
913,1,0.6208887220505277
914,1,0.907082119157912
915,0,0.29639567149261714
916,1,0.9586899543452271
917,0,0.09281827600278456
918,1,0.9636438750533571
919,0,0.16146310228846078
920,0,0.3550885377174281
921,0,0.10284477975027835
922,0,0.09477092174221774
923,0,0.13692204824187426
924,1,0.5244194327502607
925,0,0.22200751467075014
926,0,0.49063996397414783
927,0,0.16146310228846078
928,0,0.3801019938045742
929,0,0.3801019938045742
930,0,0.10518966093130264
931,1,0.5898732707530766
932,0,0.11668084752318292
933,0,0.36221368759012584
934,0,0.0982620500376702
935,1,0.879709690246628
936,1,0.9787954384241074
937,0,0.10518966093130264
938,0,0.4000970938349976
939,0,0.10518966093130264
940,1,0.9395567643282267
941,1,0.6601593787224911
942,0,0.32717469559084067
943,0,0.14136150872285647
944,1,0.8776964324040241
945,1,0.9373909158688812
946,0,0.12725715679161081
947,0,0.05322909292402413
948,0,0.1130648286746526
949,0,0.1146468686536491
950,0,0.1073717633988124
951,1,0.9556281450076128
952,0,0.10518966093130264
953,0,0.1130648286746526
954,0,0.10518966093130264
955,1,0.733852147446777
956,0,0.409695347069406
957,1,0.8856466581904586
958,1,0.7202617174577003
959,0,0.11875596779037303
960,0,0.47201907794638875
961,1,0.9317782584704424
962,1,0.7202617174577003
963,0,0.10518966093130264
964,0,0.3932919117902804
965,0,0.45487711577275947
966,1,0.9561177609918098
967,0,0.36394592824745775
968,0,0.10518966093130264
969,1,0.9157416684830486
970,0,0.11054098386265365
971,1,0.7202617174577003
972,1,0.9008737637582517
973,0,0.07401893874457764
974,0,0.09477092174221774
975,0,0.10518966093130264
976,0,0.10518966093130264
977,0,0.12472739509370545
978,1,0.7202617174577003
979,0,0.3801019938045742
980,1,0.7202617174577003
981,1,0.927344183814105
982,0,0.4096192112867711
983,0,0.10518966093130264
984,1,0.8841995223241577
985,0,0.10518966093130264
986,0,0.1645978338317919
987,0,0.10518966093130264
988,1,0.9681781705825443
989,0,0.11054098386265365
990,1,0.5142129943663499
991,0,0.1130648286746526
992,1,0.9561661899672276
993,0,0.1073717633988124
994,0,0.10518966093130264
995,0,0.10518966093130264
996,1,0.6498070804057298
997,0,0.1073717633988124
998,0,0.10518966093130264
999,0,0.10518966093130264
1000,0,0.10518966093130264
1001,0,0.2206522463841173
1002,0,0.11668084752318292
1003,1,0.7202617174577003
1004,1,0.940283708953926
1005,1,0.7521640675652991
1006,1,0.9601938112653918
1007,0,0.16146310228846078
1008,0,0.10307022080347034
1009,1,0.8493704155635264
1010,0,0.42656557324751115
1011,1,0.9039714103326152
1012,1,0.9202103363178883
1013,0,0.10518966093130264
1014,1,0.9561177609918098
1015,0,0.10518966093130264
1016,0,0.10518966093130264
1017,1,0.5759258979926475
1018,0,0.10518966093130264
1019,1,0.6961118738522357
1020,0,0.0982620500376702
1021,0,0.10518966093130264
1022,0,0.1130648286746526
1023,0,0.28935798958852277
1024,0,0.16527959036798123
1025,0,0.10307022080347034
1026,0,0.0982620500376702
1027,0,0.10518966093130264
1028,0,0.17312746015675695
1029,0,0.10518966093130264
1030,0,0.3801019938045742
1031,0,0.07134597770512442
1032,0,0.09062983034871436
